accession	tax_id	scientific_name	last_updated	base_count	first_public	description
AF459762	61426	Drosophila diplacantha	2006-11-14	290	2002-05-16	Drosophila diplacantha alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459766	132243	Drosophila vulcana	2006-11-14	290	2002-05-16	Drosophila vulcana alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459768	47315	Drosophila auraria	2006-11-14	290	2002-05-16	Drosophila auraria alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
LC057791	42062	Drosophila nasuta	2015-06-26	851	2015-06-26	Drosophila nasuta Adh gene for alchol dehydrogenase, partial cds, strain: BZV1.
U76469	7224	Drosophila hydei	2005-04-18	897	1996-11-19	Drosophila hydei strain 1 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.
AB669892	1084238	Drosophila pseudobaimaii	2014-01-02	779	2014-01-02	Drosophila pseudobaimaii Adh gene for alcohol dehydrogenase, partial cds, strain: K41.
AF136693	95109	Drosophila americana americana	2005-04-15	884	1999-06-03	Drosophila americana americana G96.45Y alcohol dehydrogenase (Adh) gene, partial cds.
AF136697	95109	Drosophila americana americana	2005-04-15	884	1999-06-03	Drosophila americana americana G96.12Y alcohol dehydrogenase (Adh) gene, partial cds.
LC057778	7291	Drosophila albomicans	2015-06-26	846	2015-06-26	Drosophila albomicans Adh gene for alchol dehydrogenase, partial cds, strain: K39.
LC057790	42062	Drosophila nasuta	2015-06-26	851	2015-06-26	Drosophila nasuta Adh gene for alchol dehydrogenase, partial cds, strain: ADM3.
LC057792	42062	Drosophila nasuta	2015-06-26	851	2015-06-26	Drosophila nasuta Adh gene for alchol dehydrogenase, partial cds, strain: C3.
LC057794	42062	Drosophila nasuta	2015-06-26	851	2015-06-26	Drosophila nasuta Adh gene for alchol dehydrogenase, partial cds, strain: CJB15.
U76471	7224	Drosophila hydei	2005-04-18	897	1996-11-19	Drosophila hydei strain 3 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.
U76475	7224	Drosophila hydei	2005-04-18	897	1996-11-19	Drosophila hydei strain 7 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.
AF459745	7218	Drosophila bifasciata	2006-11-14	290	2002-05-16	Drosophila bifasciata alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
LC057793	42062	Drosophila nasuta	2015-06-26	851	2015-06-26	Drosophila nasuta Adh gene for alchol dehydrogenase, partial cds, strain: C72.
AB669825	47315	Drosophila auraria	2014-01-02	842	2014-01-02	Drosophila auraria Adh gene for alcohol dehydrogenase, partial cds, strain: A12.
AB669845	30035	Drosophila malagassya	2014-01-02	836	2014-01-02	Drosophila malagassya Adh gene for alcohol dehydrogenase, partial cds, strain: J52.
AB669878	7274	Drosophila serrata	2014-01-02	838	2014-01-02	Drosophila serrata Adh gene for alcohol dehydrogenase, partial cds, strain: POM503.
AF136660	95109	Drosophila americana americana	2005-04-15	884	1999-06-03	Drosophila americana americana G96.12X alcohol dehydrogenase (Adh) gene, partial cds.
AF136666	95109	Drosophila americana americana	2005-04-15	884	1999-06-03	Drosophila americana americana G96.24X alcohol dehydrogenase (Adh) gene, partial cds.
AF136701	40372	Drosophila americana texana	2005-04-15	884	1999-06-03	Drosophila americana texana LP97.05 alcohol dehydrogenase (Adh) gene, partial cds.
AF459752	30038	Drosophila mimetica	2006-11-14	290	2002-05-16	Drosophila mimetica alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459780	137074	Drosophila mayri	2006-11-14	290	2002-05-16	Drosophila mayri alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
EF560574	306028	Drosophila gasici	2008-07-12	622	2008-05-01	Drosophila gasici pop-variant Arica alcohol dehydrogenase (adh) gene, partial cds.
EF560575	306028	Drosophila gasici	2008-07-12	622	2008-05-01	Drosophila gasici pop-variant Cochabamba alcohol dehydrogenase (adh) gene, partial cds.
AF136664	95109	Drosophila americana americana	2005-04-15	884	1999-06-03	Drosophila americana americana G96.23X alcohol dehydrogenase (Adh) gene, partial cds.
U94200	251450	Drosophila longiperda	2005-04-18	204	1998-02-23	Drosophila sp. 'white tip scutellum' alcohol dehydrogenase (Adh) gene, partial cds.
AH011596	51159	Drosophila lutescens	2016-04-08	911	2016-04-08	Drosophila lutescens strain 14022-0271.0 alcohol dehydrogenase (Adh) gene, partial cds.
AY102217	7243	Drosophila teissieri	2005-04-16	724	2002-06-20	Drosophila teissieri strain Br8 jingwei (jgw) gene, adh-derived region, partial cds.
AY340286	40366	Drosophila americana	2005-04-16	881	2003-08-13	Drosophila americana pop-variant NN97.08X alcohol dehydrogenase (Adh) gene, partial cds.
AY340290	40366	Drosophila americana	2005-04-16	881	2003-08-13	Drosophila americana pop-variant N00.05X alcohol dehydrogenase (Adh) gene, partial cds.
AY340300	40366	Drosophila americana	2005-04-16	881	2003-08-13	Drosophila americana pop-variant NN97.02Y alcohol dehydrogenase (Adh) gene, partial cds.
AY874364	7241	Drosophila subobscura	2005-05-31	1412	2005-05-31	Drosophila subobscura strain line 6 alcohol dehydrogenase (Adh-Twain) gene, partial cds.
AB703323	7254	Drosophila narragansett	2012-03-18	405	2012-03-18	Drosophila narragansett Adh gene for alcohol dehydrogenase, partial cds, clone: D.narragansett.
AY102219	7243	Drosophila teissieri	2005-04-16	724	2002-06-20	Drosophila teissieri strain Brp jingwei (jgw) gene, adh-derived region, partial cds.
AY102223	7243	Drosophila teissieri	2005-04-16	724	2002-06-20	Drosophila teissieri strain chiri8 jingwei (jgw) gene, adh-derived region, partial cds.
AY102235	7243	Drosophila teissieri	2005-04-16	724	2002-06-20	Drosophila teissieri strain uz25 jingwei (jgw) gene, adh-derived region, partial cds.
AY340293	40366	Drosophila americana	2005-04-16	881	2003-08-13	Drosophila americana pop-variant DN00.01Y alcohol dehydrogenase (Adh) gene, partial cds.
AB669823	154832	Drosophila asahinai	2014-01-02	839	2014-01-02	Drosophila asahinai Adh gene for alcohol dehydrogenase, partial cds, strain: AM2K-1.
AB669843	114631	Drosophila greeni	2014-01-02	830	2014-01-02	Drosophila greeni Adh gene for alcohol dehydrogenase, partial cds, strain: gree-CNRS.
AB669895	77130	Drosophila tsukubaensis	2014-01-02	841	2014-01-02	Drosophila tsukubaensis Adh gene for alcohol dehydrogenase, partial cds, strain: tsuk-TKM.
AB932672	98362	Drosophila ruberrima	2014-10-26	858	2014-10-26	Drosophila ruberrima Adh gene for alcohol dehydrogenase, partial cds, strain: E-14601.
AF136650	95109	Drosophila americana americana	2005-04-15	884	1999-06-03	Drosophila americana americana D.am-.0X alcohol dehydrogenase (Adh) gene, partial cds.
AY340279	40366	Drosophila americana	2005-04-16	881	2003-08-13	Drosophila americana pop-variant DN00.02X alcohol dehydrogenase (Adh) gene, partial cds.
U76481	7231	Drosophila mulleri	2005-04-18	902	1997-03-06	Drosophila mulleri strain -1371.18 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.
AY340297	40366	Drosophila americana	2005-04-16	881	2003-08-13	Drosophila americana pop-variant DN01.02Y alcohol dehydrogenase (Adh) gene, partial cds.
AY340298	40366	Drosophila americana	2005-04-16	881	2003-08-13	Drosophila americana pop-variant DN01.03Y alcohol dehydrogenase (Adh) gene, partial cds.
AF136652	95109	Drosophila americana americana	2005-04-15	884	1999-06-03	Drosophila americana americana D.am-.6X alcohol dehydrogenase (Adh) gene, partial cds.
AF136653	95109	Drosophila americana americana	2005-04-15	884	1999-06-03	Drosophila americana americana D.am-.9X alcohol dehydrogenase (Adh) gene, partial cds.
AF136655	95109	Drosophila americana americana	2005-04-15	884	1999-06-03	Drosophila americana americana D.am-.7X alcohol dehydrogenase (Adh) gene, partial cds.
AH011595	67534	Drosophila triauraria	2016-04-08	546	2016-04-08	Drosophila triauraria strain 14028-0691.0 alcohol dehydrogenase (Adh) gene, partial cds.
AY340291	40366	Drosophila americana	2005-04-16	881	2003-08-13	Drosophila americana pop-variant NN00.07X alcohol dehydrogenase (Adh) gene, partial cds.
AY102227	7243	Drosophila teissieri	2005-04-16	724	2002-06-20	Drosophila teissieri strain eua7 jingwei (jgw) gene, adh-derived region, partial cds.
AY874372	7241	Drosophila subobscura	2005-05-31	1406	2005-05-31	Drosophila subobscura strain line 26 alcohol dehydrogenase (Adh-Twain) gene, partial cds.
U76479	7231	Drosophila mulleri	2005-04-18	902	1997-03-06	Drosophila mulleri strain -1371.1 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.
AY340304	40366	Drosophila americana	2005-04-16	881	2003-08-13	Drosophila americana pop-variant NN00.03Y alcohol dehydrogenase (Adh) gene, partial cds.
AY695384	30017	Drosophila arawakana	2006-11-14	1141	2006-08-01	Drosophila arawakana alcohol dehydrogenase (Adh) gene, exons 1 through 3 and partial cds Adh-Adhr intergenic spacer, complete sequence and ADHR (Adhr) gene, exon 1 and partial cds.
AB669857	137354	Drosophila barbarae	2014-01-02	833	2014-01-02	Drosophila barbarae Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0491.01.
LC057200	193234	Drosophila pseudotakahashii	2019-06-04	830	2019-06-04	Drosophila pseudotakahashii Adh gene for alcohol dehydrogenase, partial cds, strain: 14022-0301.00.
AY044130	157056	Drosophila formosana	2006-11-14	721	2002-08-06	Drosophila formosana alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.
AY154849	7263	Drosophila arizonae	2005-04-16	878	2003-03-03	Drosophila arizonae strain AR00 13 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AY154859	7263	Drosophila arizonae	2005-04-16	880	2003-03-03	Drosophila arizonae strain ARTU 22 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AB669876	46829	Drosophila birchii	2014-01-02	833	2014-01-02	Drosophila birchii Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0521.01.
AB669880	137353	Drosophila baimaii	2014-01-02	838	2014-01-02	Drosophila baimaii Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0481.00.
AF067281	77128	Drosophila eskoi	2006-11-14	435	1998-07-02	Drosophila eskoi alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.
M19547	7227	Drosophila melanogaster	2006-11-14	7119	1991-07-01	D.melanogaster (strain Af-S) alcohol dehydrogenase gene (allele Adh-S), complete cds.
AY154848	7263	Drosophila arizonae	2005-04-16	878	2003-03-03	Drosophila arizonae strain AR00 6 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AB194438	42026	Drosophila bipectinata	2006-02-27	759	2005-05-07	Drosophila bipectinata Adh gene for alcohol dehydrogenase, partial cds, strain:wild type B133.
AY154851	7263	Drosophila arizonae	2005-04-16	880	2003-03-03	Drosophila arizonae strain AR00 1 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154862	7263	Drosophila arizonae	2005-04-16	880	2003-03-03	Drosophila arizonae strain ARTU 35 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY279326	29029	Drosophila eugracilis	2006-11-14	2675	2004-03-31	Drosophila eugracilis alcohol dehydrogenase (Adh) and alcohol dehydrogenase related (Adhr) genes, complete cds.
M60996	46244	Drosophila pseudoobscura bogotana	2006-11-14	3450	1992-04-30	Drosophila pseudoobscura bogotana strain BOG 3389.9 alcohol dehydrogenase (adh) gene, complete cds.
M60994	46244	Drosophila pseudoobscura bogotana	2006-11-14	3471	1992-04-30	Drosophila pseudoobscura bogotana strain BOG 3389.5 alcohol dehydrogenase (adh) gene, complete cds.
AY695388	133979	Drosophila dunni	2006-11-14	1141	2006-08-01	Drosophila dunni strain St. Croix alcohol dehydrogenase (Adh) gene, exons 1 through 3 and partial cds Adh-Adhr intergenic spacer, complete sequence and ADHR (Adhr) gene, exon 1 and partial cds.
AF045117	72474	Drosophila subsaltans	2006-11-14	405	1998-06-02	Drosophila subsaltans strain 14044-0872.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.
AF045121	72471	Drosophila milleri	2006-11-14	405	1998-06-02	Drosophila milleri strain 14043-0861.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.
AY154828	7230	Drosophila mojavensis	2005-04-16	880	2003-03-03	Drosophila mojavensis strain MJBC 33.3 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154839	7230	Drosophila mojavensis	2005-04-16	880	2003-03-03	Drosophila mojavensis strain MJBC 205.1 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AF045123	72469	Drosophila austrosaltans	2006-11-14	405	1998-06-02	Drosophila austrosaltans strain 14045-0881.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.
AF045126	30024	Drosophila emarginata	2006-11-14	405	1998-06-02	Drosophila emarginata strain 14042-0841.4 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.
AY154865	7230	Drosophila mojavensis	2005-04-16	880	2003-03-03	Drosophila mojavensis strain MJBC 33.3 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AY154866	7230	Drosophila mojavensis	2005-04-16	880	2003-03-03	Drosophila mojavensis strain MJBC 35.1 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
U40987	44481	Drosophila imaii	2006-11-14	429	1996-09-27	Drosophila imaii alcohol dehydrogenase (Adh) gene, partial exons 2 and 3, and partial cds.
AB194422	195057	Drosophila malerkotliana malerkotliana	2006-02-27	1782	2005-05-07	Drosophila malerkotliana malerkotliana Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.
AF348884	67533	Drosophila rufa	2006-11-14	667	2001-04-16	Drosophila rufa strain MS alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.
AY238776	7229	Drosophila miranda	2005-04-16	2042	2003-04-08	Drosophila miranda strain MA28 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.
AY238772	7229	Drosophila miranda	2005-04-16	2042	2003-04-08	Drosophila miranda strain 0101.5 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.
AY238774	7229	Drosophila miranda	2005-04-16	2042	2003-04-08	Drosophila miranda strain 0101.9 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.
